Id,Incident_Status_Id,Reassignment_Count,Reopen_Count,Made_SLA,Created_By,Created_At,Assigned_To,Updated_By,Updated_At,Resolved_By,Resolved_At,Category,Urgency,Priority
INC0005976,4,1,0,TRUE,108,11/3/2016 12:18,175,804,11/3/2016 14:19,0,1/1/1912 0:00,9,2 - Medium,3 - Moderate
INC0005977,4,2,0,TRUE,1,11/3/2016 12:20,57,213,11/4/2016 14:27,0,1/1/1912 0:00,3,2 - Medium,3 - Moderate
INC0005979,1,1,0,TRUE,108,11/3/2016 12:22,203,804,11/3/2016 14:20,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0005986,1,0,0,TRUE,108,11/3/2016 12:28,56,908,11/3/2016 12:28,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0005988,7,1,0,TRUE,131,11/3/2016 12:29,17,265,11/3/2016 12:36,0,1/1/1912 0:00,10,3 - Low,4 - Low
INC0005990,7,0,0,TRUE,55,11/3/2016 12:30,69,241,11/3/2016 15:40,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0005993,1,2,0,TRUE,40,11/3/2016 12:30,17,467,11/3/2016 20:21,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0005994,6,1,0,TRUE,386,11/3/2016 12:32,99,344,11/3/2016 13:45,89,11/3/2016 13:45,3,2 - Medium,3 - Moderate
INC0005998,1,1,0,TRUE,40,11/3/2016 12:51,227,131,11/3/2016 17:54,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0005999,1,1,0,TRUE,40,11/3/2016 12:52,152,336,11/3/2016 16:54,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006001,7,0,0,TRUE,131,11/3/2016 12:58,140,265,11/3/2016 13:04,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006003,4,1,0,TRUE,108,11/3/2016 12:58,155,608,11/3/2016 15:43,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006011,1,0,0,TRUE,40,11/3/2016 13:14,57,429,11/3/2016 14:40,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006013,4,0,0,TRUE,17,11/3/2016 13:21,183,44,12/3/2016 9:57,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006014,6,0,0,TRUE,40,11/3/2016 13:22,233,88,11/3/2016 13:39,21,11/3/2016 13:39,2,2 - Medium,3 - Moderate
INC0006017,1,0,0,TRUE,55,11/3/2016 13:25,44,186,11/3/2016 17:10,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006022,7,0,0,TRUE,17,11/3/2016 13:27,83,44,11/3/2016 13:46,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006023,7,0,0,TRUE,59,11/3/2016 13:27,229,135,11/3/2016 13:48,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006025,4,1,0,TRUE,17,11/3/2016 13:29,164,681,11/3/2016 15:40,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006028,1,1,0,TRUE,108,11/3/2016 13:30,44,186,11/3/2016 17:09,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006030,1,1,0,TRUE,59,11/3/2016 13:32,183,467,11/3/2016 20:38,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006032,1,1,0,TRUE,55,11/3/2016 13:36,17,467,11/3/2016 20:13,0,1/1/1912 0:00,9,2 - Medium,3 - Moderate
INC0006035,7,0,0,TRUE,108,11/3/2016 13:46,69,241,11/3/2016 14:28,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006038,1,3,0,TRUE,17,11/3/2016 13:49,17,135,11/3/2016 16:43,0,1/1/1912 0:00,3,2 - Medium,3 - Moderate
INC0006039,4,0,0,TRUE,40,11/3/2016 13:50,34,137,11/3/2016 17:00,0,1/1/1912 0:00,3,2 - Medium,3 - Moderate
INC0006043,7,1,0,TRUE,59,11/3/2016 13:51,74,928,11/3/2016 14:02,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006045,1,1,0,TRUE,40,11/3/2016 13:53,17,467,11/3/2016 20:08,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006048,1,0,0,TRUE,59,11/3/2016 13:56,233,135,11/3/2016 14:08,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006049,6,0,0,FALSE,59,11/3/2016 13:58,182,908,11/4/2016 19:59,43,11/4/2016 19:59,9,2 - Medium,3 - Moderate
INC0006051,7,2,0,TRUE,17,11/3/2016 14:03,137,213,11/3/2016 16:05,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006054,1,1,0,TRUE,59,11/3/2016 14:09,22,95,11/3/2016 15:27,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006056,4,0,0,TRUE,423,11/3/2016 14:12,200,777,11/3/2016 14:14,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006057,1,2,0,TRUE,1,11/3/2016 14:13,17,468,12/3/2016 14:11,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006059,6,0,0,TRUE,423,11/3/2016 14:17,200,777,11/3/2016 17:35,182,11/3/2016 17:35,10,2 - Medium,3 - Moderate
INC0006063,1,1,0,TRUE,17,11/3/2016 14:18,188,467,11/3/2016 20:13,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006064,4,2,0,TRUE,40,11/3/2016 14:18,17,133,11/3/2016 17:33,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006065,1,0,0,TRUE,1,11/3/2016 14:18,236,928,11/3/2016 16:24,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006066,6,1,0,TRUE,386,11/3/2016 14:18,44,186,11/3/2016 14:57,41,11/3/2016 14:57,9,2 - Medium,3 - Moderate
INC0006067,7,0,0,TRUE,108,11/3/2016 14:19,125,214,11/3/2016 14:27,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006072,6,3,0,TRUE,40,11/3/2016 14:26,89,332,12/4/2016 13:49,81,12/4/2016 13:49,7,2 - Medium,3 - Moderate
INC0006073,1,0,0,TRUE,17,11/3/2016 14:26,214,860,11/3/2016 15:46,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006074,6,0,0,TRUE,386,11/3/2016 14:27,99,344,11/3/2016 14:44,89,11/3/2016 14:44,5,2 - Medium,3 - Moderate
INC0006075,1,1,0,TRUE,59,11/3/2016 14:27,17,467,11/3/2016 20:12,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006076,6,0,0,TRUE,108,11/3/2016 14:28,249,974,11/3/2016 16:08,227,11/3/2016 16:08,3,2 - Medium,3 - Moderate
INC0006077,4,0,0,TRUE,317,11/3/2016 14:28,153,609,11/3/2016 14:46,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006079,1,0,0,TRUE,1,11/3/2016 14:32,127,370,11/3/2016 14:41,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006080,4,0,0,TRUE,55,11/3/2016 14:33,17,44,12/3/2016 13:20,0,1/1/1912 0:00,9,2 - Medium,3 - Moderate
INC0006082,4,2,0,TRUE,40,11/3/2016 14:33,194,467,11/3/2016 19:59,0,1/1/1912 0:00,9,2 - Medium,3 - Moderate
INC0006084,7,0,0,TRUE,91,11/3/2016 14:36,153,164,11/3/2016 14:50,0,1/1/1912 0:00,3,2 - Medium,3 - Moderate
INC0006085,4,0,0,TRUE,17,11/3/2016 14:37,17,44,11/3/2016 14:46,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006092,1,1,0,TRUE,40,11/3/2016 14:42,111,467,11/3/2016 20:13,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006093,1,1,0,TRUE,59,11/3/2016 14:44,17,131,11/3/2016 17:54,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006094,1,1,0,TRUE,59,11/3/2016 14:45,24,467,11/3/2016 19:34,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006095,6,1,0,TRUE,386,11/3/2016 14:46,186,723,11/3/2016 15:02,169,11/3/2016 15:02,5,2 - Medium,3 - Moderate
INC0006096,4,0,0,TRUE,317,11/3/2016 14:47,153,609,11/3/2016 14:51,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006099,7,1,0,TRUE,59,11/3/2016 14:50,31,44,11/3/2016 16:10,0,1/1/1912 0:00,3,2 - Medium,3 - Moderate
INC0006100,1,0,0,TRUE,392,11/3/2016 14:50,188,735,11/3/2016 15:28,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006101,6,0,0,TRUE,17,11/3/2016 14:51,13,44,11/3/2016 14:57,11,11/3/2016 14:57,1,2 - Medium,3 - Moderate
INC0006102,7,0,0,TRUE,91,11/3/2016 14:51,200,164,11/3/2016 15:05,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006103,1,1,0,TRUE,40,11/3/2016 14:51,253,332,11/3/2016 18:42,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006104,7,1,0,TRUE,17,11/3/2016 14:54,176,95,11/3/2016 15:34,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006107,4,2,0,TRUE,17,11/3/2016 14:58,183,44,12/3/2016 7:44,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006108,7,1,0,TRUE,59,11/3/2016 14:58,57,213,11/3/2016 17:30,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006109,6,0,0,TRUE,301,11/3/2016 14:58,149,908,11/3/2016 14:58,133,11/3/2016 14:58,7,2 - Medium,3 - Moderate
INC0006114,7,1,0,TRUE,59,11/3/2016 15:04,57,44,11/3/2016 16:08,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006116,7,0,0,TRUE,108,11/3/2016 15:06,183,860,11/3/2016 15:51,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006117,1,0,0,TRUE,9,11/3/2016 15:08,7,908,11/3/2016 15:08,0,1/1/1912 0:00,6,1 - High,1 - Critical
INC0006121,1,0,0,TRUE,1,11/3/2016 15:10,188,908,11/3/2016 15:10,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006122,4,0,0,TRUE,17,11/3/2016 15:12,24,109,11/3/2016 15:58,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006124,7,2,0,TRUE,108,11/3/2016 15:15,183,344,11/3/2016 16:08,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006125,7,0,0,TRUE,108,11/3/2016 15:15,183,860,11/3/2016 15:55,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006126,7,1,0,TRUE,59,11/3/2016 15:15,83,723,11/3/2016 15:36,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006127,7,1,0,TRUE,40,11/3/2016 15:17,216,578,11/3/2016 19:05,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006129,6,0,0,TRUE,44,11/3/2016 15:19,24,109,11/3/2016 16:38,22,11/3/2016 16:38,1,2 - Medium,3 - Moderate
INC0006130,6,0,0,TRUE,460,11/3/2016 15:20,215,833,11/3/2016 15:28,196,11/3/2016 15:28,6,2 - Medium,3 - Moderate
INC0006132,1,1,0,TRUE,59,11/3/2016 15:21,140,131,11/3/2016 17:55,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006133,1,0,0,TRUE,17,11/3/2016 15:21,170,881,11/3/2016 17:10,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006134,1,2,0,TRUE,40,11/3/2016 15:23,117,750,12/3/2016 13:36,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006139,4,0,0,TRUE,390,11/3/2016 15:26,253,994,11/3/2016 16:57,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006140,1,1,0,TRUE,17,11/3/2016 15:28,17,129,11/3/2016 15:58,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006141,4,0,0,TRUE,79,11/3/2016 15:29,229,874,11/3/2016 17:11,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006142,6,0,0,FALSE,91,11/3/2016 15:30,153,908,11/6/2016 19:07,138,11/6/2016 19:07,3,2 - Medium,3 - Moderate
INC0006144,7,0,0,TRUE,390,11/3/2016 15:31,153,429,11/3/2016 16:02,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006145,7,2,0,TRUE,40,11/3/2016 15:32,249,109,11/3/2016 16:43,0,1/1/1912 0:00,10,1 - High,1 - Critical
INC0006148,1,1,0,TRUE,301,11/3/2016 15:34,17,60,12/3/2016 13:52,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006150,6,1,0,TRUE,108,11/3/2016 15:34,127,214,11/3/2016 15:48,52,11/3/2016 15:48,5,2 - Medium,3 - Moderate
INC0006152,1,1,0,TRUE,59,11/3/2016 15:36,17,131,11/3/2016 17:55,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006153,6,0,0,FALSE,91,11/3/2016 15:37,153,908,11/6/2016 19:07,122,11/6/2016 19:07,10,2 - Medium,3 - Moderate
INC0006154,7,1,0,TRUE,17,11/3/2016 15:38,48,135,11/3/2016 16:44,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006155,6,0,0,TRUE,390,11/3/2016 15:39,89,332,11/3/2016 15:48,81,11/3/2016 15:48,8,2 - Medium,3 - Moderate
INC0006160,1,0,0,TRUE,390,11/3/2016 15:44,101,363,11/3/2016 18:52,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006163,1,1,0,TRUE,59,11/3/2016 15:47,24,129,11/3/2016 16:17,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006164,1,4,0,TRUE,444,11/3/2016 15:48,183,44,11/3/2016 19:45,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006165,7,1,0,TRUE,59,11/3/2016 15:48,57,723,11/3/2016 16:48,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006166,6,0,0,TRUE,108,11/3/2016 15:48,56,908,11/3/2016 15:48,52,11/3/2016 15:48,3,2 - Medium,3 - Moderate
INC0006167,1,1,0,TRUE,444,11/3/2016 15:52,17,467,11/3/2016 20:39,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006170,7,0,0,TRUE,390,11/3/2016 15:56,57,727,11/3/2016 16:32,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006172,1,1,0,TRUE,55,11/3/2016 16:06,57,467,11/3/2016 20:01,0,1/1/1912 0:00,9,2 - Medium,3 - Moderate
INC0006174,1,1,0,TRUE,59,11/3/2016 16:11,17,467,11/3/2016 20:29,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006175,1,2,0,TRUE,17,11/3/2016 16:14,17,111,11/3/2016 21:46,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006176,6,1,0,TRUE,1,11/3/2016 16:14,99,344,11/3/2016 17:44,89,11/3/2016 17:44,9,2 - Medium,3 - Moderate
INC0006178,1,0,0,TRUE,386,11/3/2016 16:14,31,723,11/3/2016 16:31,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006180,7,0,0,TRUE,17,11/3/2016 16:20,57,44,11/3/2016 16:24,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006186,1,1,0,TRUE,59,11/3/2016 16:29,215,467,11/3/2016 20:38,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006187,6,0,0,TRUE,55,11/3/2016 16:30,28,129,11/3/2016 17:28,27,11/3/2016 17:28,7,2 - Medium,3 - Moderate
INC0006188,7,0,0,TRUE,108,11/3/2016 16:31,233,214,11/3/2016 16:37,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006191,1,2,0,TRUE,390,11/3/2016 16:32,17,111,11/3/2016 20:36,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006193,6,1,0,TRUE,239,11/3/2016 16:38,126,467,11/3/2016 16:45,114,11/3/2016 16:45,5,2 - Medium,3 - Moderate
INC0006194,7,0,0,TRUE,108,11/3/2016 16:38,13,214,11/3/2016 16:52,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006195,1,1,0,TRUE,444,11/3/2016 16:39,187,467,11/3/2016 20:19,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006197,7,0,0,TRUE,386,11/3/2016 16:40,83,723,11/3/2016 16:45,0,1/1/1912 0:00,9,2 - Medium,3 - Moderate
INC0006198,7,0,0,TRUE,91,11/3/2016 16:40,153,164,11/3/2016 16:44,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006199,7,1,0,TRUE,390,11/3/2016 16:42,13,578,11/3/2016 19:20,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006202,7,0,0,TRUE,59,11/3/2016 16:46,215,135,11/3/2016 17:00,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006203,1,1,0,TRUE,59,11/3/2016 16:46,17,467,11/3/2016 20:34,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006206,1,3,0,TRUE,239,11/3/2016 16:50,33,467,11/3/2016 22:11,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006210,1,1,0,TRUE,40,11/3/2016 16:57,247,44,12/3/2016 7:58,0,1/1/1912 0:00,4,2 - Medium,2 - High
INC0006215,1,0,0,TRUE,40,11/3/2016 17:05,24,332,11/3/2016 18:39,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006216,1,1,0,TRUE,108,11/3/2016 17:06,17,467,11/3/2016 19:50,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006217,6,0,0,TRUE,386,11/3/2016 17:08,186,723,11/3/2016 17:15,169,11/3/2016 17:15,6,2 - Medium,3 - Moderate
INC0006220,1,1,0,TRUE,239,11/3/2016 17:12,216,467,11/3/2016 17:56,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006221,6,0,0,TRUE,191,11/3/2016 17:13,49,171,11/3/2016 17:38,46,11/3/2016 17:38,3,2 - Medium,3 - Moderate
INC0006223,1,1,0,TRUE,40,11/3/2016 17:19,24,332,11/3/2016 18:41,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006224,1,0,0,TRUE,17,11/3/2016 17:25,215,467,11/3/2016 18:08,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006225,1,1,0,TRUE,40,11/3/2016 17:25,17,44,12/3/2016 8:05,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006228,7,1,0,TRUE,55,11/3/2016 17:35,69,129,11/3/2016 17:58,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006229,1,0,0,TRUE,298,11/3/2016 17:35,134,595,11/3/2016 17:42,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006230,4,0,0,TRUE,58,11/3/2016 17:36,126,467,11/3/2016 18:01,0,1/1/1912 0:00,3,2 - Medium,3 - Moderate
INC0006233,6,0,0,TRUE,168,11/3/2016 17:50,89,332,11/3/2016 17:57,81,11/3/2016 17:57,2,2 - Medium,3 - Moderate
INC0006235,7,2,0,TRUE,47,11/3/2016 18:39,201,111,11/3/2016 19:01,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006238,6,2,0,TRUE,58,11/3/2016 19:22,150,578,12/3/2016 20:05,134,12/3/2016 20:05,3,2 - Medium,3 - Moderate
INC0006239,1,1,0,TRUE,239,11/3/2016 19:28,159,467,11/3/2016 20:11,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0006244,7,0,0,TRUE,8,11/3/2016 23:09,236,111,11/3/2016 23:58,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006245,7,0,0,TRUE,47,11/3/2016 23:11,183,111,11/3/2016 23:19,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006246,6,0,0,TRUE,397,12/3/2016 0:05,191,746,12/3/2016 1:25,174,12/3/2016 1:25,7,2 - Medium,3 - Moderate
INC0006249,1,0,0,TRUE,8,12/3/2016 1:20,17,429,12/3/2016 2:31,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006252,6,0,0,TRUE,397,12/3/2016 1:59,191,746,12/3/2016 2:06,174,12/3/2016 2:06,2,2 - Medium,3 - Moderate
INC0006253,7,1,0,TRUE,8,12/3/2016 2:27,24,21,12/3/2016 2:41,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0006255,7,0,0,TRUE,397,12/3/2016 3:08,57,746,12/3/2016 3:15,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006257,1,1,0,TRUE,8,12/3/2016 7:05,127,468,12/3/2016 13:40,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006259,1,0,0,TRUE,17,12/3/2016 8:32,25,44,12/3/2016 9:07,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0006261,6,0,0,TRUE,17,12/3/2016 8:56,13,908,12/3/2016 8:56,11,12/3/2016 8:56,1,2 - Medium,3 - Moderate
INC0006265,1,1,0,TRUE,8,12/3/2016 10:07,234,750,12/3/2016 12:56,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0006266,7,0,0,TRUE,257,12/3/2016 10:12,148,498,12/3/2016 10:17,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006268,6,0,0,TRUE,17,12/3/2016 10:18,13,908,12/3/2016 10:18,11,12/3/2016 10:18,9,2 - Medium,3 - Moderate
INC0006269,1,0,0,TRUE,180,12/3/2016 10:58,76,340,12/3/2016 11:03,0,1/1/1912 0:00,3,2 - Medium,3 - Moderate
INC0006273,6,0,0,TRUE,386,12/3/2016 12:42,186,723,12/3/2016 13:00,169,12/3/2016 13:00,1,2 - Medium,3 - Moderate
INC0006275,6,0,0,TRUE,386,12/3/2016 12:48,186,723,12/3/2016 13:19,169,12/3/2016 13:19,2,2 - Medium,3 - Moderate
INC0006278,6,0,0,TRUE,386,12/3/2016 13:17,186,723,12/3/2016 13:28,169,12/3/2016 13:28,4,2 - Medium,3 - Moderate
INC0006279,6,0,0,TRUE,386,12/3/2016 13:20,186,723,12/3/2016 13:26,169,12/3/2016 13:26,1,2 - Medium,3 - Moderate
INC0006280,6,0,0,TRUE,386,12/3/2016 13:22,186,723,12/3/2016 13:27,169,12/3/2016 13:27,8,2 - Medium,3 - Moderate
INC0006282,7,3,0,TRUE,386,12/3/2016 13:39,17,723,12/3/2016 17:38,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0006285,4,0,0,TRUE,17,12/3/2016 14:34,17,60,12/3/2016 14:58,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0006286,1,0,0,TRUE,386,12/3/2016 15:07,233,915,12/3/2016 17:42,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0006287,6,0,0,TRUE,240,12/3/2016 15:36,127,908,12/3/2016 15:36,115,12/3/2016 15:36,3,2 - Medium,3 - Moderate
INC0006288,6,0,0,TRUE,386,12/3/2016 15:40,233,915,12/3/2016 18:09,212,12/3/2016 18:09,5,2 - Medium,3 - Moderate
INC0006291,7,0,0,TRUE,386,12/3/2016 16:41,57,723,12/3/2016 16:51,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0006294,6,0,0,TRUE,47,12/3/2016 22:54,26,908,12/3/2016 22:54,24,12/3/2016 22:54,10,2 - Medium,3 - Moderate
INC0006295,6,0,0,FALSE,397,3/13/2016 0:05,191,908,3/24/2016 18:51,33,3/24/2016 18:51,8,2 - Medium,3 - Moderate
INC0006300,6,0,0,FALSE,443,3/13/2016 4:58,208,908,3/24/2016 18:51,21,3/24/2016 18:51,9,2 - Medium,3 - Moderate
INC0006301,6,1,0,FALSE,397,3/13/2016 5:16,191,908,3/24/2016 18:51,174,3/13/2016 5:36,4,2 - Medium,3 - Moderate
INC0006303,6,0,0,TRUE,131,3/13/2016 6:21,73,908,3/24/2016 18:51,9,3/24/2016 18:51,1,3 - Low,4 - Low
INC0006305,6,1,0,FALSE,131,3/13/2016 7:07,65,908,3/24/2016 19:00,58,3/15/2016 12:11,2,1 - High,1 - Critical
INC0006309,6,1,0,FALSE,17,3/13/2016 8:20,33,908,3/24/2016 18:51,32,3/13/2016 14:49,4,2 - Medium,3 - Moderate
INC0006317,6,1,0,FALSE,301,3/13/2016 10:26,236,908,3/24/2016 18:51,215,3/14/2016 14:10,4,2 - Medium,3 - Moderate
INC0006320,6,0,0,FALSE,17,3/13/2016 10:54,33,908,3/24/2016 18:51,70,3/24/2016 18:51,9,2 - Medium,3 - Moderate
INC0006322,6,1,0,FALSE,55,3/13/2016 12:13,167,908,3/24/2016 18:51,150,3/14/2016 9:20,1,2 - Medium,3 - Moderate
INC0006325,6,4,0,FALSE,17,3/13/2016 14:17,2,249,5/20/2016 18:37,2,3/15/2016 2:22,2,2 - Medium,3 - Moderate
INC0006327,6,0,0,FALSE,301,3/13/2016 14:41,216,908,11/4/2016 15:59,33,11/4/2016 15:59,1,2 - Medium,3 - Moderate
INC0006328,6,2,0,FALSE,3,3/13/2016 14:53,164,908,3/24/2016 18:51,147,3/14/2016 10:17,10,2 - Medium,3 - Moderate
INC0006330,6,0,0,FALSE,17,3/13/2016 15:32,57,908,3/24/2016 19:00,19,3/24/2016 19:00,8,2 - Medium,3 - Moderate
INC0006331,6,1,0,FALSE,62,3/13/2016 15:32,33,908,3/24/2016 19:00,11,3/17/2016 8:18,5,2 - Medium,3 - Moderate
INC0006335,6,1,0,FALSE,239,3/13/2016 16:46,126,908,3/24/2016 18:51,114,3/13/2016 16:52,8,2 - Medium,3 - Moderate
INC0006337,6,1,0,FALSE,500,3/13/2016 16:51,74,908,3/28/2016 15:59,67,3/23/2016 15:28,5,2 - Medium,3 - Moderate
INC0006338,6,0,0,FALSE,58,3/13/2016 17:44,73,908,3/24/2016 19:00,38,3/24/2016 19:00,7,2 - Medium,3 - Moderate
INC0006340,6,0,0,FALSE,47,3/13/2016 19:24,83,908,3/24/2016 18:51,119,3/24/2016 18:51,6,2 - Medium,3 - Moderate
INC0006341,6,2,0,FALSE,17,3/13/2016 19:36,183,908,3/24/2016 19:00,166,3/17/2016 15:36,9,2 - Medium,3 - Moderate
INC0006342,6,0,0,FALSE,58,3/13/2016 20:17,126,908,5/23/2016 11:07,18,5/23/2016 11:07,8,2 - Medium,3 - Moderate
INC0006347,6,1,0,FALSE,8,3/13/2016 23:20,78,908,3/27/2016 14:59,71,3/22/2016 14:36,3,2 - Medium,3 - Moderate
INC0006348,6,0,0,FALSE,47,3/13/2016 23:28,26,908,3/24/2016 18:51,89,3/24/2016 18:51,1,2 - Medium,3 - Moderate
INC0006349,6,0,0,FALSE,397,3/14/2016 0:05,191,908,3/24/2016 18:51,107,3/24/2016 18:51,7,2 - Medium,3 - Moderate
INC0006350,6,0,0,FALSE,397,3/14/2016 0:22,191,908,3/24/2016 18:51,40,3/24/2016 18:51,9,2 - Medium,3 - Moderate
INC0006352,6,1,0,FALSE,8,3/14/2016 0:23,187,908,3/24/2016 18:51,170,3/14/2016 1:28,1,2 - Medium,3 - Moderate
INC0006354,6,6,0,FALSE,8,3/14/2016 1:15,197,908,3/24/2016 19:00,179,3/16/2016 9:29,8,2 - Medium,3 - Moderate
INC0006359,6,2,0,FALSE,8,3/14/2016 3:09,167,908,3/24/2016 18:51,150,3/14/2016 11:23,8,2 - Medium,3 - Moderate
